"Registry name","Meta/dmg","Display name","Ore Dict Keys","NBT"
"bewitchment:garnet",0,"Garnet","gemAll,gemGarnet",""
"bewitchment:garnet_ore",0,"Garnet Ore","oreGarnet",""
"bewitchment:hellebore",0,"Hellebore","cropHellebore",""
"bewitchment:hellebore_seeds",0,"Hellebore Seeds","listAllseed",""
"bewitchment:iron_gall_ink",0,"Iron Gall Ink","dye,dyeBlack",""
"bewitchment:juniper_fence",0,"Juniper Fence","fenceWood",""
"bewitchment:juniper_fence_gate",0,"Juniper Fence Gate","fenceGateWood",""
"bewitchment:juniper_leaves",0,"Juniper Leaves","treeLeaves",""
"bewitchment:juniper_planks",0,"Juniper Planks","plankWood",""
"bewitchment:juniper_sapling",0,"Juniper Sapling","treeSapling",""
"bewitchment:juniper_wood",0,"Juniper Wood","logWood",""
"bewitchment:juniper_wood_slab",0,"Juniper Wood Slab","slabWood",""
"bewitchment:juniper_wood_stairs",0,"Juniper Wood Stairs","stairWood",""
"bewitchment:mandrake_root",0,"Mandrake Root","cropMandrake",""
"bewitchment:mandrake_seeds",0,"Mandrake Seeds","listAllseed",""
"bewitchment:nethersteel",0,"Nethersteel","blockNethersteel",""
"bewitchment:nethersteel_bevel",0,"Nethersteel","blockNethersteel",""
"bewitchment:nethersteel_eye",0,"Nethersteel","blockNethersteel",""
"bewitchment:nethersteel_hellish",0,"Nethersteel","blockNethersteel",""
"bewitchment:nethersteel_pentacle",0,"Nethersteel","blockNethersteel",""
"bewitchment:nethersteel_pentagram",0,"Nethersteel","blockNethersteel",""
"bewitchment:nethersteel_polished",0,"Nethersteel","blockNethersteel",""
"bewitchment:nethersteel_sentient",0,"Nethersteel","blockNethersteel",""
"bewitchment:nethersteel_skull",0,"Nethersteel","blockNethersteel",""
"bewitchment:nethersteel_symbol",0,"Nethersteel","blockNethersteel",""
"bewitchment:nethersteel_watching_eye",0,"Nethersteel","blockNethersteel",""
"bewitchment:nethersteel_watching_hellish",0,"Nethersteel","blockNethersteel",""
"bewitchment:opal",0,"Opal","gemAll,gemOpal",""
"bewitchment:opal_ore",0,"Opal Ore","oreOpal",""
"bewitchment:salt",0,"Salt","dustSalt,foodSalt,ingredientSalt,itemSalt,listAllSalt,lumpSalt,materialSalt,pinchSalt,portionSalt,salt",""
"bewitchment:salt_ore",0,"Salt Ore","oreSalt",""
"bewitchment:tallow",0,"Tallow","beeswax,clumpWax,itemBeeswax,itemWax,materialBeeswax,materialPressedWax,materialWax,tallow,wax",""
"bewitchment:white_sage",0,"White Sage","cropWhiteSage",""
"bewitchment:white_sage_seeds",0,"White Sage Seeds","listAllseed",""
"bewitchment:wormwood",0,"Wormwood","cropWormwood",""
"bewitchment:wormwood_seeds",0,"Wormwood Seeds","listAllseed",""
"bewitchment:yew_fence",0,"Yew Fence","fenceWood",""
"bewitchment:yew_fence_gate",0,"Yew Fence Gate","fenceGateWood",""
"bewitchment:yew_leaves",0,"Yew Leaves","treeLeaves",""
"bewitchment:yew_planks",0,"Yew Planks","plankWood",""
"bewitchment:yew_sapling",0,"Yew Sapling","treeSapling",""
"bewitchment:yew_wood",0,"Yew Wood","logWood",""
"bewitchment:yew_wood_slab",0,"Yew Wood Slab","slabWood",""
"bewitchment:yew_wood_stairs",0,"Yew Wood Stairs","stairWood",""
"bigreactors:blockblutonium",0,"Blutonium Block","blockBlutonium",""
"bigreactors:blockcyanite",0,"Cyanite Block","blockCyanite",""
"bigreactors:blockludicrite",0,"Ludicrite Block","blockLudicrite",""
"bigreactors:blockyellorium",0,"Yellorium Block","blockYellorium",""
"bigreactors:dustblutonium",0,"Blutonium Dust","dustBlutonium,dustPlutonium",""
"bigreactors:dustcyanite",0,"Cyanite Dust","dustCyanite",""
"bigreactors:dustludicrite",0,"Ludicrite Dust","dustLudicrite",""
"bigreactors:dustyellorium",0,"Yellorium Dust","dustUranium,dustYellorium",""
"bigreactors:ingotblutonium",0,"Blutonium Ingot","ingotBlutonium,ingotPlutonium",""
"bigreactors:ingotcyanite",0,"Cyanite Ingot","ingotCyanite",""
"bigreactors:ingotludicrite",0,"Ludicrite Ingot","ingotLudicrite",""
"bigreactors:ingotyellorium",0,"Yellorium Ingot","ingotUranium,ingotYellorium",""
"bigreactors:oreanglesite",0,"Anglesite Ore","oreAnglesite",""
"bigreactors:orebenitoite",0,"Benitoite Ore","oreBenitoite",""
"bigreactors:oreyellorite",0,"Yellorite Ore","oreYellorite,oreYellorium",""
"binniecore:glass",1,"Apple Juice Bottle","foodApplejuice,foodApricotjuice,foodBananajuice,foodCarrotjuice,foodCherryjuice,foodCranberryjuice,foodElderberryjuice,foodGrapefruitjuice,foodGrapejuice,foodLemonjuice,foodLimejuice,foodOlivejuice,foodOrangejuice,foodPeachjuice,foodPearjuice,foodPineapplejuice,foodPlumjuice,foodTomatojuice","{Fluid:{FluidName:""binnie.juice.apple"",Amount:1000}}"
"binniecore:glass",1,"Apricot Juice Bottle","foodApplejuice,foodApricotjuice,foodBananajuice,foodCarrotjuice,foodCherryjuice,foodCranberryjuice,foodElderberryjuice,foodGrapefruitjuice,foodGrapejuice,foodLemonjuice,foodLimejuice,foodOlivejuice,foodOrangejuice,foodPeachjuice,foodPearjuice,foodPineapplejuice,foodPlumjuice,foodTomatojuice","{Fluid:{FluidName:""binnie.juice.apricot"",Amount:1000}}"
"binniecore:glass",1,"Banana Juice Bottle","foodApplejuice,foodApricotjuice,foodBananajuice,foodCarrotjuice,foodCherryjuice,foodCranberryjuice,foodElderberryjuice,foodGrapefruitjuice,foodGrapejuice,foodLemonjuice,foodLimejuice,foodOlivejuice,foodOrangejuice,foodPeachjuice,foodPearjuice,foodPineapplejuice,foodPlumjuice,foodTomatojuice","{Fluid:{FluidName:""binnie.juice.banana"",Amount:1000}}"
"binniecore:glass",1,"Carrot Juice Bottle","foodApplejuice,foodApricotjuice,foodBananajuice,foodCarrotjuice,foodCherryjuice,foodCranberryjuice,foodElderberryjuice,foodGrapefruitjuice,foodGrapejuice,foodLemonjuice,foodLimejuice,foodOlivejuice,foodOrangejuice,foodPeachjuice,foodPearjuice,foodPineapplejuice,foodPlumjuice,foodTomatojuice","{Fluid:{FluidName:""binnie.juice.carrot"",Amount:1000}}"
"binniecore:glass",1,"Cherry Juice Bottle","foodApplejuice,foodApricotjuice,foodBananajuice,foodCarrotjuice,foodCherryjuice,foodCranberryjuice,foodElderberryjuice,foodGrapefruitjuice,foodGrapejuice,foodLemonjuice,foodLimejuice,foodOlivejuice,foodOrangejuice,foodPeachjuice,foodPearjuice,foodPineapplejuice,foodPlumjuice,foodTomatojuice","{Fluid:{FluidName:""binnie.juice.cherry"",Amount:1000}}"
"binniecore:glass",1,"Cranberry Juice Bottle","foodApplejuice,foodApricotjuice,foodBananajuice,foodCarrotjuice,foodCherryjuice,foodCranberryjuice,foodElderberryjuice,foodGrapefruitjuice,foodGrapejuice,foodLemonjuice,foodLimejuice,foodOlivejuice,foodOrangejuice,foodPeachjuice,foodPearjuice,foodPineapplejuice,foodPlumjuice,foodTomatojuice","{Fluid:{FluidName:""binnie.juice.cranberry"",Amount:1000}}"
"binniecore:glass",1,"Elderberry Juice Bottle","foodApplejuice,foodApricotjuice,foodBananajuice,foodCarrotjuice,foodCherryjuice,foodCranberryjuice,foodElderberryjuice,foodGrapefruitjuice,foodGrapejuice,foodLemonjuice,foodLimejuice,foodOlivejuice,foodOrangejuice,foodPeachjuice,foodPearjuice,foodPineapplejuice,foodPlumjuice,foodTomatojuice","{Fluid:{FluidName:""binnie.juice.elderberry"",Amount:1000}}"
"binniecore:glass",1,"Grapefruit Juice Bottle","foodApplejuice,foodApricotjuice,foodBananajuice,foodCarrotjuice,foodCherryjuice,foodCranberryjuice,foodElderberryjuice,foodGrapefruitjuice,foodGrapejuice,foodLemonjuice,foodLimejuice,foodOlivejuice,foodOrangejuice,foodPeachjuice,foodPearjuice,foodPineapplejuice,foodPlumjuice,foodTomatojuice","{Fluid:{FluidName:""binnie.juice.grapefruit"",Amount:1000}}"
"binniecore:glass",1,"Lemon Juice Bottle","foodApplejuice,foodApricotjuice,foodBananajuice,foodCarrotjuice,foodCherryjuice,foodCranberryjuice,foodElderberryjuice,foodGrapefruitjuice,foodGrapejuice,foodLemonjuice,foodLimejuice,foodOlivejuice,foodOrangejuice,foodPeachjuice,foodPearjuice,foodPineapplejuice,foodPlumjuice,foodTomatojuice","{Fluid:{FluidName:""binnie.juice.lemon"",Amount:1000}}"
"binniecore:glass",1,"Lime Juice Bottle","foodApplejuice,foodApricotjuice,foodBananajuice,foodCarrotjuice,foodCherryjuice,foodCranberryjuice,foodElderberryjuice,foodGrapefruitjuice,foodGrapejuice,foodLemonjuice,foodLimejuice,foodOlivejuice,foodOrangejuice,foodPeachjuice,foodPearjuice,foodPineapplejuice,foodPlumjuice,foodTomatojuice","{Fluid:{FluidName:""binnie.juice.lime"",Amount:1000}}"
"binniecore:glass",1,"Olive Oil Bottle","foodApplejuice,foodApricotjuice,foodBananajuice,foodCarrotjuice,foodCherryjuice,foodCranberryjuice,foodElderberryjuice,foodGrapefruitjuice,foodGrapejuice,foodLemonjuice,foodLimejuice,foodOlivejuice,foodOrangejuice,foodPeachjuice,foodPearjuice,foodPineapplejuice,foodPlumjuice,foodTomatojuice","{Fluid:{FluidName:""binnie.juice.olive"",Amount:1000}}"
"binniecore:glass",1,"Orange Juice Bottle","foodApplejuice,foodApricotjuice,foodBananajuice,foodCarrotjuice,foodCherryjuice,foodCranberryjuice,foodElderberryjuice,foodGrapefruitjuice,foodGrapejuice,foodLemonjuice,foodLimejuice,foodOlivejuice,foodOrangejuice,foodPeachjuice,foodPearjuice,foodPineapplejuice,foodPlumjuice,foodTomatojuice","{Fluid:{FluidName:""binnie.juice.orange"",Amount:1000}}"
"binniecore:glass",1,"Peach Juice Bottle","foodApplejuice,foodApricotjuice,foodBananajuice,foodCarrotjuice,foodCherryjuice,foodCranberryjuice,foodElderberryjuice,foodGrapefruitjuice,foodGrapejuice,foodLemonjuice,foodLimejuice,foodOlivejuice,foodOrangejuice,foodPeachjuice,foodPearjuice,foodPineapplejuice,foodPlumjuice,foodTomatojuice","{Fluid:{FluidName:""binnie.juice.peach"",Amount:1000}}"
"binniecore:glass",1,"Pear Juice Bottle","foodApplejuice,foodApricotjuice,foodBananajuice,foodCarrotjuice,foodCherryjuice,foodCranberryjuice,foodElderberryjuice,foodGrapefruitjuice,foodGrapejuice,foodLemonjuice,foodLimejuice,foodOlivejuice,foodOrangejuice,foodPeachjuice,foodPearjuice,foodPineapplejuice,foodPlumjuice,foodTomatojuice","{Fluid:{FluidName:""binnie.juice.pear"",Amount:1000}}"
"binniecore:glass",1,"Pineapple Juice Bottle","foodApplejuice,foodApricotjuice,foodBananajuice,foodCarrotjuice,foodCherryjuice,foodCranberryjuice,foodElderberryjuice,foodGrapefruitjuice,foodGrapejuice,foodLemonjuice,foodLimejuice,foodOlivejuice,foodOrangejuice,foodPeachjuice,foodPearjuice,foodPineapplejuice,foodPlumjuice,foodTomatojuice","{Fluid:{FluidName:""binnie.juice.pineapple"",Amount:1000}}"
"binniecore:glass",1,"Plum Juice Bottle","foodApplejuice,foodApricotjuice,foodBananajuice,foodCarrotjuice,foodCherryjuice,foodCranberryjuice,foodElderberryjuice,foodGrapefruitjuice,foodGrapejuice,foodLemonjuice,foodLimejuice,foodOlivejuice,foodOrangejuice,foodPeachjuice,foodPearjuice,foodPineapplejuice,foodPlumjuice,foodTomatojuice","{Fluid:{FluidName:""binnie.juice.plum"",Amount:1000}}"
"binniecore:glass",1,"Tomato Juice Bottle","foodApplejuice,foodApricotjuice,foodBananajuice,foodCarrotjuice,foodCherryjuice,foodCranberryjuice,foodElderberryjuice,foodGrapefruitjuice,foodGrapejuice,foodLemonjuice,foodLimejuice,foodOlivejuice,foodOrangejuice,foodPeachjuice,foodPearjuice,foodPineapplejuice,foodPlumjuice,foodTomatojuice","{Fluid:{FluidName:""binnie.juice.tomato"",Amount:1000}}"
"binniecore:glass",1,"White Grape Juice Bottle","foodApplejuice,foodApricotjuice,foodBananajuice,foodCarrotjuice,foodCherryjuice,foodCranberryjuice,foodElderberryjuice,foodGrapefruitjuice,foodGrapejuice,foodLemonjuice,foodLimejuice,foodOlivejuice,foodOrangejuice,foodPeachjuice,foodPearjuice,foodPineapplejuice,foodPlumjuice,foodTomatojuice","{Fluid:{FluidName:""binnie.juice.white.grape"",Amount:1000}}"
"bloodarsenal:base_item",0,"Glass Shard","shardGlass",""
"bloodarsenal:base_item",2,"Blood Infused Glowstone Dust","dustBloodInfusedGlowstone",""
"bloodarsenal:base_item",4,"Blood Infused Iron Ingot","ingotBloodInfusedIron",""
"bloodarsenal:blood_infused_wooden_planks",0,"Blood Infused Wooden Planks","blockBloodInfusedWood",""
"bloodmagic:component",23,"Sulfur","dustSulfur",""
"bloodmagic:component",24,"Saltpeter","dustSaltpeter",""
"bloodtinker:blood_bronze_block",0,"Blood Bronze Block","blockBloodBronze",""
"bloodtinker:blood_bronze_ingot",0,"Blood Bronze Ingot","ingotBloodBronze",""
"botania:bifrostperm",0,"Bifrost Block","dyeRainbow",""
"botania:blazeblock",0,"Blaze Mesh","blockBlaze",""
"botania:doubleflower1",0,"Tall Mystical White Flower","mysticFlowerWhiteDouble",""
"botania:doubleflower1",1,"Tall Mystical Orange Flower","mysticFlowerOrangeDouble",""
"botania:doubleflower1",2,"Tall Mystical Magenta Flower","mysticFlowerMagentaDouble",""
"botania:doubleflower1",3,"Tall Mystical Light Blue Flower","mysticFlowerLightBlueDouble",""
"botania:doubleflower1",4,"Tall Mystical Yellow Flower","mysticFlowerYellowDouble",""
"botania:doubleflower1",5,"Tall Mystical Lime Flower","mysticFlowerLimeDouble",""
"botania:doubleflower1",6,"Tall Mystical Pink Flower","mysticFlowerPinkDouble",""
"botania:doubleflower1",7,"Tall Mystical Gray Flower","mysticFlowerGrayDouble",""
"botania:doubleflower2",0,"Tall Mystical Light Gray Flower","mysticFlowerLightGrayDouble",""
"botania:doubleflower2",1,"Tall Mystical Cyan Flower","mysticFlowerCyanDouble",""
"botania:doubleflower2",2,"Tall Mystical Purple Flower","mysticFlowerPurpleDouble",""
"botania:doubleflower2",3,"Tall Mystical Blue Flower","mysticFlowerBlueDouble",""
"botania:doubleflower2",4,"Tall Mystical Brown Flower","mysticFlowerBrownDouble",""
"botania:doubleflower2",5,"Tall Mystical Green Flower","mysticFlowerGreenDouble",""
"botania:doubleflower2",6,"Tall Mystical Red Flower","mysticFlowerRedDouble",""
"botania:doubleflower2",7,"Tall Mystical Black Flower","mysticFlowerBlackDouble",""
"botania:dreamwood",0,"Dreamwood","dreamwood",""
"botania:dye",0,"Floral White Powder","dye,dyeWhite",""
"botania:dye",1,"Floral Orange Powder","dye,dyeOrange",""
"botania:dye",2,"Floral Magenta Powder","dye,dyeMagenta",""
"botania:dye",3,"Floral Light Blue Powder","dye,dyeLightBlue",""
"botania:dye",4,"Floral Yellow Powder","dye,dyeYellow",""
"botania:dye",5,"Floral Lime Powder","dye,dyeLime",""
"botania:dye",6,"Floral Pink Powder","dye,dyePink",""
"botania:dye",7,"Floral Gray Powder","dye,dyeGray",""
"botania:dye",8,"Floral Light Gray Powder","dye,dyeLightGray",""
"botania:dye",9,"Floral Cyan Powder","dye,dyeCyan",""
"botania:dye",10,"Floral Purple Powder","dye,dyePurple",""
"botania:dye",11,"Floral Blue Powder","dye,dyeBlue",""
"botania:dye",12,"Floral Brown Powder","dye,dyeBrown",""
"botania:dye",13,"Floral Green Powder","dye,dyeGreen",""
"botania:dye",14,"Floral Red Powder","dye,dyeRed",""
"botania:dye",15,"Floral Black Powder","dye,dyeBlack",""
"botania:dye",32767,"(WILDCARD)","dye",""
"botania:flower",0,"Mystical White Flower","mysticFlowerWhite",""
"botania:flower",1,"Mystical Orange Flower","mysticFlowerOrange",""
"botania:flower",2,"Mystical Magenta Flower","mysticFlowerMagenta",""
"botania:flower",3,"Mystical Light Blue Flower","mysticFlowerLightBlue",""
"botania:flower",4,"Mystical Yellow Flower","mysticFlowerYellow",""
"botania:flower",5,"Mystical Lime Flower","mysticFlowerLime",""
"botania:flower",6,"Mystical Pink Flower","mysticFlowerPink",""
"botania:flower",7,"Mystical Gray Flower","mysticFlowerGray",""
"botania:flower",8,"Mystical Light Gray Flower","mysticFlowerLightGray",""
"botania:flower",9,"Mystical Cyan Flower","mysticFlowerCyan",""
"botania:flower",10,"Mystical Purple Flower","mysticFlowerPurple",""
"botania:flower",11,"Mystical Blue Flower","mysticFlowerBlue",""
"botania:flower",12,"Mystical Brown Flower","mysticFlowerBrown",""
"botania:flower",13,"Mystical Green Flower","mysticFlowerGreen",""
"botania:flower",14,"Mystical Red Flower","mysticFlowerRed",""
"botania:flower",15,"Mystical Black Flower","mysticFlowerBlack",""
"botania:lexicon",0,"Lexica Botania","lexicaBotania",""
"botania:livingrock",0,"Livingrock","livingrock",""
"botania:livingwood",0,"Livingwood","livingwood",""
"botania:manaresource",0,"Manasteel Ingot","ingotManasteel",""
"botania:manaresource",1,"Mana Pearl","manaPearl",""
"botania:manaresource",2,"Mana Diamond","gemDiamondMana,manaDiamond",""
"botania:manaresource",3,"Livingwood Twig","livingwoodTwig",""
